token_context,word_context,seg_context,sent_cotext,label
"['', 'ForthejointsegmentationandPOS-taggingtask,wepresentanovelsolutionusingtheframeworkinthisarticle,andshowthatitgivescomparableaccuraciestoourpreviouswork #TAUTHOR_TAGa),whilebeingmorethananorderofmagnitudefaster']","['', 'ForthejointsegmentationandPOS-taggingtask,wepresentanovelsolutionusingtheframeworkinthisarticle,andshowthatitgivescomparableaccuraciestoourpreviouswork #TAUTHOR_TAGa),whilebeingmorethananorderofmagnitudefaster']","['', 'ForthejointsegmentationandPOS-taggingtask,wepresentanovelsolutionusingtheframeworkinthisarticle,andshowthatitgivescomparableaccuraciestoourpreviouswork #TAUTHOR_TAGa),whilebeingmorethananorderofmagnitudefaster']","['', 'ForthejointsegmentationandPOS-taggingtask,wepresentanovelsolutionusingtheframeworkinthisarticle,andshowthatitgivescomparableaccuraciestoourpreviouswork #TAUTHOR_TAGa),whilebeingmorethananorderofmagnitudefaster']",1
"[' #TAUTHOR_TAG,weassessedtheimportanceofvariousimplicitargumentfeaturegroupsbyconductingfeatureablationtests.', 'Ineachtest']","[' #TAUTHOR_TAG,weassessedtheimportanceofvariousimplicitargumentfeaturegroupsbyconductingfeatureablationtests.', 'Ineachtest,thediscriminativemodelwasretrainedandreevaluatedwithoutaparticulargroupoffeatures.', 'We']","[' #TAUTHOR_TAG,weassessedtheimportanceofvariousimplicitargumentfeaturegroupsbyconductingfeatureablationtests.', 'Ineachtest,thediscriminativemodelwasretrainedandreevaluatedwithoutaparticulargroupoffeatures.', '']","[' #TAUTHOR_TAG,weassessedtheimportanceofvariousimplicitargumentfeaturegroupsbyconductingfeatureablationtests.', 'Ineachtest,thediscriminativemodelwasretrainedandreevaluatedwithoutaparticulargroupoffeatures.', '']",2
"['theannotatedpredicateinstances.', 'Followingthis,wesplitthepredicateinstancesevenlyintotenfoldsandusedeachfoldastestingdataforamodeltrainedontheinstancesoutsidethefold.', 'Thisevaluationset-upisanimprovementversustheonewepreviouslyreported #TAUTHOR_TAG,inwhichfixedpartitionswereusedfortraining,development,andtesting']","['toremoveanyconfoundingfactorscausedbyspecificdocuments,wefirstrandomizedtheannotatedpredicateinstances.', 'Followingthis,wesplitthepredicateinstancesevenlyintotenfoldsandusedeachfoldastestingdataforamodeltrainedontheinstancesoutsidethefold.', 'Thisevaluationset-upisanimprovementversustheonewepreviouslyreported #TAUTHOR_TAG,inwhichfixedpartitionswereusedfortraining,development,andtesting']","['theannotatedpredicateinstances.', 'Followingthis,wesplitthepredicateinstancesevenlyintotenfoldsandusedeachfoldastestingdataforamodeltrainedontheinstancesoutsidethefold.', 'Thisevaluationset-upisanimprovementversustheonewepreviouslyreported #TAUTHOR_TAG,inwhichfixedpartitionswereusedfortraining,development,andtesting']","['ordertoremoveanyconfoundingfactorscausedbyspecificdocuments,wefirstrandomizedtheannotatedpredicateinstances.', 'Followingthis,wesplitthepredicateinstancesevenlyintotenfoldsandusedeachfoldastestingdataforamodeltrainedontheinstancesoutsidethefold.', 'Thisevaluationset-upisanimprovementversustheonewepreviouslyreported #TAUTHOR_TAG,inwhichfixedpartitionswereusedfortraining,development,andtesting']",2
"['nowgiveanoverviewofthetrainingalgorithm,whichiscrucialtoboththespeedandaccuracyoftheresultingdecoder.', 'CCGBank #TAUTHOR_TAGisusedtotrainthemodel.', 'Foreachtrainingsentence,thecorrespondingCCGBankderivationtogetherwithallitssub-derivationsaretreatedasgold-standardhypotheses.', 'Allotherhypothesesthatcan']","['nowgiveanoverviewofthetrainingalgorithm,whichiscrucialtoboththespeedandaccuracyoftheresultingdecoder.', 'CCGBank #TAUTHOR_TAGisusedtotrainthemodel.', 'Foreachtrainingsentence,thecorrespondingCCGBankderivationtogetherwithallitssub-derivationsaretreatedasgold-standardhypotheses.', 'Allotherhypothesesthatcan']","['nowgiveanoverviewofthetrainingalgorithm,whichiscrucialtoboththespeedandaccuracyoftheresultingdecoder.', 'CCGBank #TAUTHOR_TAGisusedtotrainthemodel.', 'Foreachtrainingsentence,thecorrespondingCCGBankderivationtogetherwithallitssub-derivationsaretreatedasgold-standardhypotheses.', 'Allotherhypothesesthatcanbeconstructed']","['nowgiveanoverviewofthetrainingalgorithm,whichiscrucialtoboththespeedandaccuracyoftheresultingdecoder.', 'CCGBank #TAUTHOR_TAGisusedtotrainthemodel.', 'Foreachtrainingsentence,thecorrespondingCCGBankderivationtogetherwithallitssub-derivationsaretreatedasgold-standardhypotheses.', 'Allotherhypothesesthatcanbeconstructedfromthesamebagofwordsarenon-goldhypotheses.', '']",5
"['.', 'Inourpreviouspapers #TAUTHOR_TAG;Zhang,Blackwood,andClark2012),weappliedasetofbeamstothisstructure,whichmakesitsimilartothedatastructureusedforphrase-basedMTdecoding(Koehn2010).', '']","['theparsingproblem.', 'Inourpreviouspapers #TAUTHOR_TAG;Zhang,Blackwood,andClark2012),weappliedasetofbeamstothisstructure,whichmakesitsimilartothedatastructureusedforphrase-basedMTdecoding(Koehn2010).', '']","['theparsingproblem.', 'Inourpreviouspapers #TAUTHOR_TAG;Zhang,Blackwood,andClark2012),weappliedasetofbeamstothisstructure,whichmakesitsimilartothedatastructureusedforphrase-basedMTdecoding(Koehn2010).', '']","['', 'Inourpreviouspapers #TAUTHOR_TAG;Zhang,Blackwood,andClark2012),weappliedasetofbeamstothisstructure,whichmakesitsimilartothedatastructureusedforphrase-basedMTdecoding(Koehn2010).', '']",1
"['', ""PE-testwasheldoutfortestingthealgorithms'progressonunseendata."", 'PE-devwasusedtoobtainw*todefinetheutilitymodel.', 'ThiswasdonebyMERToptimization #TAUTHOR_TAGtowardspost-editsundertheTERtargetmetric.', 'Notethatthegoalofourexperi-mentsisnottoimproveSMTperformanceoveranyalgorithmthathasaccesstofullinformationtocomputew*']","['', ""PE-testwasheldoutfortestingthealgorithms'progressonunseendata."", 'PE-devwasusedtoobtainw*todefinetheutilitymodel.', 'ThiswasdonebyMERToptimization #TAUTHOR_TAGtowardspost-editsundertheTERtargetmetric.', 'Notethatthegoalofourexperi-mentsisnottoimproveSMTperformanceoveranyalgorithmthathasaccesstofullinformationtocomputew*']","['', ""PE-testwasheldoutfortestingthealgorithms'progressonunseendata."", 'PE-devwasusedtoobtainw*todefinetheutilitymodel.', 'ThiswasdonebyMERToptimization #TAUTHOR_TAGtowardspost-editsundertheTERtargetmetric.', 'Notethatthegoalofourexperi-mentsisnottoimproveSMTperformanceoveranyalgorithmthathasaccesstofullinformationtocomputew*.', '']","['', ""PE-testwasheldoutfortestingthealgorithms'progressonunseendata."", 'PE-devwasusedtoobtainw*todefinetheutilitymodel.', 'ThiswasdonebyMERToptimization #TAUTHOR_TAGtowardspost-editsundertheTERtargetmetric.', 'Notethatthegoalofourexperi-mentsisnottoimproveSMTperformanceoveranyalgorithmthathasaccesstofullinformationtocomputew*.', '']",5
"['izationforOnline-to-BatchConversion.', 'Inpractice,perceptron-typealgorithmsareoftenappliedinabatchlearningscenario,i.e.,thealgorithmisappliedforKepochstoatrainingsampleofsizeTandthenusedforpredictiononanunseentestset #TAUTHOR_TAG.', 'Thedifferencetotheonlinelearningscenarioisthatwetreatthemulti-epochalgorithmasanempiricalriskminimizerthatselectsafinalweightvectorwT,K']","['izationforOnline-to-BatchConversion.', 'Inpractice,perceptron-typealgorithmsareoftenappliedinabatchlearningscenario,i.e.,thealgorithmisappliedforKepochstoatrainingsampleofsizeTandthenusedforpredictiononanunseentestset #TAUTHOR_TAG.', 'Thedifferencetotheonlinelearningscenarioisthatwetreatthemulti-epochalgorithmasanempiricalriskminimizerthatselectsafinalweightvectorwT,K']","['izationforOnline-to-BatchConversion.', 'Inpractice,perceptron-typealgorithmsareoftenappliedinabatchlearningscenario,i.e.,thealgorithmisappliedforKepochstoatrainingsampleofsizeTandthenusedforpredictiononanunseentestset #TAUTHOR_TAG.', 'Thedifferencetotheonlinelearningscenarioisthatwetreatthemulti-epochalgorithmasanempiricalriskminimizerthatselectsafinalweightvectorwT,K']","['izationforOnline-to-BatchConversion.', 'Inpractice,perceptron-typealgorithmsareoftenappliedinabatchlearningscenario,i.e.,thealgorithmisappliedforKepochstoatrainingsampleofsizeTandthenusedforpredictiononanunseentestset #TAUTHOR_TAG.', 'Thedifferencetotheonlinelearningscenarioisthatwetreatthemulti-epochalgorithmasanempiricalriskminimizerthatselectsafinalweightvectorwT,Kwhoseexpectedlossonunseendatawewouldliketobound.', '']",1
"['', 'ToprepareSMToutputsforpost-editing,thecreatorsofthecorpususedtheirownWMT10system #AUTHOR_TAG,basedontheMosesphrase-baseddecoder #TAUTHOR_TAGwithdensefeatures.', 'WereplicatedasimilarMosessystemusingthesamemonolingualandparalleldata']","['', 'ToprepareSMToutputsforpost-editing,thecreatorsofthecorpususedtheirownWMT10system #AUTHOR_TAG,basedontheMosesphrase-baseddecoder #TAUTHOR_TAGwithdensefeatures.', 'WereplicatedasimilarMosessystemusingthesamemonolingualandparalleldata:']","['', 'ToprepareSMToutputsforpost-editing,thecreatorsofthecorpususedtheirownWMT10system #AUTHOR_TAG,basedontheMosesphrase-baseddecoder #TAUTHOR_TAGwithdensefeatures.', 'WereplicatedasimilarMosessystemusingthesamemonolingualandparalleldata:']","['', 'ToprepareSMToutputsforpost-editing,thecreatorsofthecorpususedtheirownWMT10system #AUTHOR_TAG,basedontheMosesphrase-baseddecoder #TAUTHOR_TAGwithdensefeatures.', '']",5
"['contrast,asinglestatisticalmodelallowsonetomaintainasingletable #TAUTHOR_TAG']","['contrast,asinglestatisticalmodelallowsonetomaintainasingletable #TAUTHOR_TAG']","['contrast,asinglestatisticalmodelallowsonetomaintainasingletable #TAUTHOR_TAG']","['contrast,asinglestatisticalmodelallowsonetomaintainasingletable #TAUTHOR_TAG']",0
['ENusesstandardchartgenerationtechniques #TAUTHOR_TAGinitsbasegeneratortoefficientlyproducegenerationcandidates'],['ENusesstandardchartgenerationtechniques #TAUTHOR_TAGinitsbasegeneratortoefficientlyproducegenerationcandidates'],['ENusesstandardchartgenerationtechniques #TAUTHOR_TAGinitsbasegeneratortoefficientlyproducegenerationcandidates'],['ENusesstandardchartgenerationtechniques #TAUTHOR_TAGinitsbasegeneratortoefficientlyproducegenerationcandidates'],0
"[""thatitisnotpossibletousecorpusannotationtodeterminethelikelihoodofagivenpropertytobechosen,unlessweknowinadvanceallofthepropertiesthatcanbeattributedtoagivenobject,asinthecaseofJordan'sworkontheCOCONUTdomain #TAUTHOR_TAG""]","[""thatitisnotpossibletousecorpusannotationtodeterminethelikelihoodofagivenpropertytobechosen,unlessweknowinadvanceallofthepropertiesthatcanbeattributedtoagivenobject,asinthecaseofJordan'sworkontheCOCONUTdomain #TAUTHOR_TAG""]","[""thatitisnotpossibletousecorpusannotationtodeterminethelikelihoodofagivenpropertytobechosen,unlessweknowinadvanceallofthepropertiesthatcanbeattributedtoagivenobject,asinthecaseofJordan'sworkontheCOCONUTdomain #TAUTHOR_TAG""]","[""thatitisnotpossibletousecorpusannotationtodeterminethelikelihoodofagivenpropertytobechosen,unlessweknowinadvanceallofthepropertiesthatcanbeattributedtoagivenobject,asinthecaseofJordan'sworkontheCOCONUTdomain #TAUTHOR_TAG""]",0
['hasbeenarguedthatgeneratingsuchmodifiersisnotatrivialdecisionbecauseitinterfereswiththeplanningofbothlocalandglobalcoherence(inthesenseof #AUTHOR_TAG) #TAUTHOR_TAGa)'],['hasbeenarguedthatgeneratingsuchmodifiersisnotatrivialdecisionbecauseitinterfereswiththeplanningofbothlocalandglobalcoherence(inthesenseof #AUTHOR_TAG) #TAUTHOR_TAGa)'],['hasbeenarguedthatgeneratingsuchmodifiersisnotatrivialdecisionbecauseitinterfereswiththeplanningofbothlocalandglobalcoherence(inthesenseof #AUTHOR_TAG) #TAUTHOR_TAGa)'],['hasbeenarguedthatgeneratingsuchmodifiersisnotatrivialdecisionbecauseitinterfereswiththeplanningofbothlocalandglobalcoherence(inthesenseof #AUTHOR_TAG) #TAUTHOR_TAGa)'],0
"['WordNet,annotatingthesemfeatureofanadjectiveinvolvesfirstchoosingthecorrectsensefortheadjective2Somedescriptionsofintmodifierscanbefoundin #TAUTHOR_TAGb)']","['WordNet,annotatingthesemfeatureofanadjectiveinvolvesfirstchoosingthecorrectsensefortheadjective2Somedescriptionsofintmodifierscanbefoundin #TAUTHOR_TAGb)']","['WordNet,annotatingthesemfeatureofanadjectiveinvolvesfirstchoosingthecorrectsensefortheadjective2Somedescriptionsofintmodifierscanbefoundin #TAUTHOR_TAGb)']","['WordNet,annotatingthesemfeatureofanadjectiveinvolvesfirstchoosingthecorrectsensefortheadjective2Somedescriptionsofintmodifierscanbefoundin #TAUTHOR_TAGb)']",0
"[""additiontoareferringfunction,nounphrases(NP)canalsoservecommunicativegoalssuchasprovidingnewinformationaboutthereferentandexpressingthespeaker'semotionalattitudetowardsthereferent #TAUTHOR_TAG""]","[""additiontoareferringfunction,nounphrases(NP)canalsoservecommunicativegoalssuchasprovidingnewinformationaboutthereferentandexpressingthespeaker'semotionalattitudetowardsthereferent #TAUTHOR_TAG""]","[""additiontoareferringfunction,nounphrases(NP)canalsoservecommunicativegoalssuchasprovidingnewinformationaboutthereferentandexpressingthespeaker'semotionalattitudetowardsthereferent #TAUTHOR_TAG""]","[""additiontoareferringfunction,nounphrases(NP)canalsoservecommunicativegoalssuchasprovidingnewinformationaboutthereferentandexpressingthespeaker'semotionalattitudetowardsthereferent #TAUTHOR_TAG""]",0
"['whatfollowsweexplainthepropertiesofthemodelbyapplyingittoasmallnumberofadjective-nouncombinationstakenfromthelexicalsemanticsliterature.', 'Table1givestheinterpretationsofeightadjective-nouncombinationsdiscussedin #TAUTHOR_TAGand #AUTHOR_TAG.', 'Table2showsthefivemostlikelyinterpretationsforthesecombinationsasderivedbythemodeldiscussedin']","['whatfollowsweexplainthepropertiesofthemodelbyapplyingittoasmallnumberofadjective-nouncombinationstakenfromthelexicalsemanticsliterature.', 'Table1givestheinterpretationsofeightadjective-nouncombinationsdiscussedin #TAUTHOR_TAGand #AUTHOR_TAG.', 'Table2showsthefivemostlikelyinterpretationsforthesecombinationsasderivedbythemodeldiscussedin']","['whatfollowsweexplainthepropertiesofthemodelbyapplyingittoasmallnumberofadjective-nouncombinationstakenfromthelexicalsemanticsliterature.', 'Table1givestheinterpretationsofeightadjective-nouncombinationsdiscussedin #TAUTHOR_TAGand #AUTHOR_TAG.', 'Table2showsthefivemostlikelyinterpretationsforthesecombinationsasderivedbythemodeldiscussedin']","['whatfollowsweexplainthepropertiesofthemodelbyapplyingittoasmallnumberofadjective-nouncombinationstakenfromthelexicalsemanticsliterature.', 'Table1givestheinterpretationsofeightadjective-nouncombinationsdiscussedin #TAUTHOR_TAGand #AUTHOR_TAG.', '']",5
"['recentworkinlexicalsemanticshasbeenconcernedwithaccountingforregularpolysemy,i.e.,theregularandpredictablesensealternationscertainclassesofwordsaresubjectto.', 'Adjectives,morethanothercategories,areastrikingexampleofregularpolysemysincetheyareabletotakeondifferentmeaningsdependingontheircontext,viz.,thenounornounclasstheymodify(see #TAUTHOR_TAGandthereferencestherein)']","['recentworkinlexicalsemanticshasbeenconcernedwithaccountingforregularpolysemy,i.e.,theregularandpredictablesensealternationscertainclassesofwordsaresubjectto.', 'Adjectives,morethanothercategories,areastrikingexampleofregularpolysemysincetheyareabletotakeondifferentmeaningsdependingontheircontext,viz.,thenounornounclasstheymodify(see #TAUTHOR_TAGandthereferencestherein)']","['recentworkinlexicalsemanticshasbeenconcernedwithaccountingforregularpolysemy,i.e.,theregularandpredictablesensealternationscertainclassesofwordsaresubjectto.', 'Adjectives,morethanothercategories,areastrikingexampleofregularpolysemysincetheyareabletotakeondifferentmeaningsdependingontheircontext,viz.,thenounornounclasstheymodify(see #TAUTHOR_TAGandthereferencestherein)']","['recentworkinlexicalsemanticshasbeenconcernedwithaccountingforregularpolysemy,i.e.,theregularandpredictablesensealternationscertainclassesofwordsaresubjectto.', 'Adjectives,morethanothercategories,areastrikingexampleofregularpolysemysincetheyareabletotakeondifferentmeaningsdependingontheircontext,viz.,thenounornounclasstheymodify(see #TAUTHOR_TAGandthereferencestherein)']",0
"['criteriaandpairedeachadjectivewith10nounsrandomlyselectedfromtheBNC.', 'Wechosetheadjectivesasfollows:wefirstcompiledalistofallthepolysemousadjectivesmentionedinthelexicalsemanticsliterature #TAUTHOR_TAG.', 'Fromthesewerandomlysamplednineadjectives(difficult,easy,fast,good,hard,right,safe,slow,wrong).', 'Theseadjectiveshadtobeunambiguouswithrespecttotheirpart-of-speech:eachadjectivewasunambiguouslytaggedas""adjective""98.6%ofthetime,measuredasthenumberofdifferentpart-of-speechtagsassignedtothewordintheBNC.', '']","['criteriaandpairedeachadjectivewith10nounsrandomlyselectedfromtheBNC.', 'Wechosetheadjectivesasfollows:wefirstcompiledalistofallthepolysemousadjectivesmentionedinthelexicalsemanticsliterature #TAUTHOR_TAG.', 'Fromthesewerandomlysamplednineadjectives(difficult,easy,fast,good,hard,right,safe,slow,wrong).', 'Theseadjectiveshadtobeunambiguouswithrespecttotheirpart-of-speech:eachadjectivewasunambiguouslytaggedas""adjective""98.6%ofthetime,measuredasthenumberofdifferentpart-of-speechtagsassignedtothewordintheBNC.', '']","['minimalcriteriaandpairedeachadjectivewith10nounsrandomlyselectedfromtheBNC.', 'Wechosetheadjectivesasfollows:wefirstcompiledalistofallthepolysemousadjectivesmentionedinthelexicalsemanticsliterature #TAUTHOR_TAG.', 'Fromthesewerandomlysamplednineadjectives(difficult,easy,fast,good,hard,right,safe,slow,wrong).', 'Theseadjectiveshadtobeunambiguouswithrespecttotheirpart-of-speech:eachadjectivewasunambiguouslytaggedas""adjective""98.6%ofthetime,measuredasthenumberofdifferentpart-of-speechtagsassignedtothewordintheBNC.', '']","['chosenineadjectivesaccordingtoasetofminimalcriteriaandpairedeachadjectivewith10nounsrandomlyselectedfromtheBNC.', 'Wechosetheadjectivesasfollows:wefirstcompiledalistofallthepolysemousadjectivesmentionedinthelexicalsemanticsliterature #TAUTHOR_TAG.', 'Fromthesewerandomlysamplednineadjectives(difficult,easy,fast,good,hard,right,safe,slow,wrong).', 'Theseadjectiveshadtobeunambiguouswithrespecttotheirpart-of-speech:eachadjectivewasunambiguouslytaggedas""adjective""98.6%ofthetime,measuredasthenumberofdifferentpart-of-speechtagsassignedtothewordintheBNC.', '']",5
"['', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,which']","['', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,which']","['', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,which']","['', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,whichamongotherthings,specifiespossibleeventsassociatedwiththeentity.', 'Forexample,thetelic(purpose)roleofthequaliastructureforproblemhasavalueequivalenttosolve.', 'Whentheadjectiveeasyiscombinedwithproblem,itpredicatesoverthetelicroleofproblemandconsequentlytheadjective-nouncombinationreceivestheinterpretationaproblemthatiseasytosolve.', '']",0
"['havepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline']","['havepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline']","['havepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline']","['havepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline']",0
[' #TAUTHOR_TAGforadiscussion'],[' #TAUTHOR_TAGforadiscussion'],[' #TAUTHOR_TAGforadiscussion'],[' #TAUTHOR_TAGforadiscussion'],0
['definitionsofpredicatesmaybefoundin #TAUTHOR_TAG'],['definitionsofpredicatesmaybefoundin #TAUTHOR_TAG'],['definitionsofpredicatesmaybefoundin #TAUTHOR_TAG'],['definitionsofpredicatesmaybefoundin #TAUTHOR_TAG'],0
"['appearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG']","['appearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG']","['appearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG']","['appearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG']",1
['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG'],1
"['problemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG']","['problemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG']","['problemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG']","['problemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG']",4
"[', #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP']","[', #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP']","[', #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP']","[', #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP']",4
['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG'],['taskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG'],1
"['X2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP']","['X2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP']","['X2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP']","['X2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP']",1
"['theoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG""]","['theoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG""]","['theoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG""]","['theoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG""]",1
"['observationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,']","['observationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,']","['observationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,']","['observationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', '']",0
